Citation_title,Citation_complete
Five new Chironomidae (Diptera) from Florida,"Beck, E. C. 1962. Five new Chironomidae (Diptera) from Florida. The Florida Entomologist 45(2):89-92."
Five new species of Hydroptila from eastern United States,"Sykora, J. L., and S. C. Harris. 1994. Five new species of Hydroptila from eastern United States (Insecta: Trichoptera: Hydroptilidae). Annals of Carnegie Museum 63(1):67-75."
Food habits and dietary overlap of perlid stoneflies (Plecoptera) in a tributary of Lake Ontario.,"Johnson, J. H. 1981. Food habits and dietary overlap of perlid stoneflies (Plecoptera) in a tributary of Lake Ontario. Canadian Journal of Zoology 59:2030-2037."
Food habits of some western stonefly nymphs,"Richardson, J. W., and A. R. Gaufin. 1971. Food habits of some western stonefly nymphs. Transactions of the American Entomological Society 97:91-121."
"Food Partitioning in Net-spinning Trichoptera Larvae: Hydropsyche venularis,","Wallace, J. B. 1975. Food Partitioning in Net-spinning Trichoptera Larvae: Hydropsyche venularis, Cheumatopsche etrona, and Macronema zebratum (Hydropsychidae). Annals Entomological Society of America 68(3):463-472."
Four new species of stoneflies in North America (Plecoptera),"James, A. M. 1974. Four new species of stoneflies in North America (Plecoptera). Annals of the Entomological Society of America 67(6):964-966."
Four new stoneflies from California and Oregon,"Jewett, S. G. 1965. Four new stoneflies from California and Oregon. The Pan-Pacific Entomologist 41:5-9."
Fresh-Water Invertebrates of the United States: Protozoa to Mollusca,"Pennak, R. W. 1989. Fresh-Water Invertebrates of the United States: Protozoa to Mollusca, 3rd edition. John Wiley and Sons, Inc., New York."
Functional morphology of burrowing in the mayflies,"Keltner, J. and W. P. McCafferty. 1986.  Functional morphology of burrowing in the mayflies Hexagenia limbata and Pentagenia vittigera.  Zoological Journal of the Linnean Society 87: 139-162."
Further notes on the genus Ameletus with descriptions of new species,"McDunnough, J. 1936. Further notes on the genus Ameletus with descriptions of new species. The Canadian Entomologist 68:207-211."
Generic revision of the North and Central American Leptohyphidae (Ephemeroptera: Pannota),"Wiersema, N. A., and W. P. McCafferty. 2000. Generic revision of the North and Central American Leptohyphidae (Ephemeroptera: Pannota). Transactions of the American Entomological Society 126(3+4):337-371."
Generic revisions of mayfly nymphs III. Baetodes in North and Central America,"Cohen, S. D., and R. K. Allen. 1978. Generic revisions of mayfly nymphs III. Baetodes in North and Central America (Baetidae). Journal of the Kansas Entomological Society 51(2):253-269."
Generic revisions of mayfly nymphs. I. Traverella in North and Central America,"Allen, R. K. 1973. Generic revisions of mayfly nymphs. I. Traverella in North and Central America (Leptophlebiidae). Annals Entomological Society of America 66(6):1287-1295."
Genetic variation in stream mayfly (Insecta: Ephemeroptera) populations of eastern North America,"Sweeney, B. W., D. H. Funk, and R. L. Vannote. 1987. Genetic variation in stream mayfly (Insecta: Ephemeroptera) populations of eastern North America. Annals of the Entomological Society of America 80(5):600-612."
Geographic and seasonal distribution of the family Capniidae of Western North America,"Nebeker, A. V., and A. R. Gaufin. 1967. Geographic and seasonal distribution of the family Capniidae of Western North America (Plecoptera). Journal of the Kansas Entomological Society 40(3):415-421."
Geographic parthenogenesis in the stream mayfly Eurylophella fueralis in Eastern North America,"Sweeney, B. W., and R. L. Vannote. 1987. Geographic parthenogenesis in the stream mayfly Eurylophella fueralis in Eastern North America. Holarctic Ecology 10:52-59."
Geographical and seasonal occurence of winter stoneflies of the Southern Sierra Nevada,"Nelson, C. H., and D. Giuliani. 2001. Geographical and seasonal occurence of winter stoneflies (Plecoptera: Capniidae) of the Southern Sierra Nevada, California, USA. Trends in research in Ephemeroptera and Plecoptera XX:199-208."
"Glossosoma verdona Glossosoma verdona in Libby Creek, Wyoming, USA","Duffield, R. M., O. S. Flint, and C. H. Nelson. 1995. Glossosoma verdona (Glossosomatidae: Trichoptera) Glossosoma verdona (Salvelinus fontinalis) in Libby Creek, Wyoming, USA. Journal of the Kansas Entomological Society 67(3):277-282."
Grazer control of algae in an Ozark Mountain stream: effects of short-term exclusion.,"Power, M. E., A. J. Stewart, and W. J. Matthews. 1988. Grazer control of algae in an Ozark Mountain stream: effects of short-term exclusion. Ecology 69(6):1894-1898."
Growth and Voltinism of five stonefly species in a New Mexico Mountain Stream.,"Hassage, R. L., and K. W. Stewart. 1990. Growth and Voltinism of five stonefly species in a New Mexico Mountain Stream. The Southwestern Naturalist 35(2):130-134."
Growth rates and prey selection of two congeneric predatory caddisflies,"Martin, I. D., and R. J. Mackay. 1983. Growth rates and prey selection of two congeneric predatory caddisflies (Trichoptera: Rhyacophilidae). Canadian Journal of Zoology 61:895-900."
Growth rates of mayflies in a subtropical river and their implications for secondary production,"Benke, A. C., and D. I. Jacobi. 1986. Growth rates of mayflies in a subtropical river and their implications for secondary production. Journal of the North American Benthological Society 5(2):107-114."
Gynandromorphism and differential molting in a mayfly (Ephemeroptera),"McCafferty, W. P., and D. W. Bloodgood. 1986. Gynandromorphism and differential molting in a mayfly (Ephemeroptera). Entomological News 97(2):57-60."
Habitat differences between northern and southern populations of mayflies,"Edmunds, G. F.? Habitat differences between northern and southern populations of mayflies of the western United States. Pages 171-176 in? editor. Current Direction in Research on Ephemeroptera. ?, ?"
Habitat Selection by Stream-Dwelling Predatory Stoneflies.,"Peckarsky, B. L. 1991. Habitat Selection by Stream-Dwelling Predatory Stoneflies. Canadien Journal of Fisheries and Aquatic Science 48:1069-1076."
"Hansonoperla appalachia, a new genus and species of Eastern Nearctic Acroneuriini","Nelson, C. H. 1979. Hansonoperla appalachia, a new genus and species of Eastern Nearctic Acroneuriini (Plecoptera: Perlidae), with a phenetic analysis of the genera of the tribe. Annals of the Entomological Society of America 72:735-739."
he influence of rock surface area on the microdistribution and sampling,"McElhone, M. J. 1983. The influence of rock surface area on the microdistribution and sampling of attached riffle dwelling Trichoptera in Hartley Creek, Alberta. Canadian Journal of Zoology 61:2300-2304."
Heptageniidae (Ephemeroptera) of Wisconsin,"Flowers, R. W., and W. L. Hilsenhoff. 1975. Heptageniidae (Ephemeroptera) of Wisconsin. The Great Lakes Entomologist 8(4):201-218."
"Hesperoperla hoguei, a new species of stonefly from California (Plecoptera: Perlidae)","Baumann, R. W., and B. P. Stark. 1980. Hesperoperla hoguei, a new species of stonefly from California (Plecoptera: Perlidae). Great Basin Naturalist 40(1):63-67."
"Hydropsyche franclemonti, a new species of the scalaris group from Eastern North America","Flint, O. S., Jr. 1992. Hydropsyche franclemonti, a new species of the scalaris group from Eastern North America (Trichoptera: Hydropsychidae). Journal of the New York Entomological Society 100(2):320-324."
Hydroptilidae (Trichoptera) of Alabama with descriptions of three new species,"Harris, S. C. 1986. Hydroptilidae (Trichoptera) of Alabama with descriptions of three new species. Journal of the Kansas Entomological Society 59(4):609-619."
Identification of Hexagenia bilineata and H. limbata Nymphs.,"Gooch, V. K. 1967. Identification of Hexagenia bilineata and H. limbata Nymphs. Entomological News 78:101-103."
"Identity of the hydropsychid larva known as ""Oropsyche?"": the immature stages of Homoplectra flinti","Huryn, A. D. 1989. Identity of the hydropsychid larva known as ""Oropsyche?"": the immature stages of Homoplectra flinti Weaver. Journal of the North American Benthological Society 8(1):112-116."
II. Descriptions of Plecoptera.,"Frison, T. H. 1937. II. Descriptions of Plecoptera. Illinois Natural History Survey Bulletin 21(3):78-99."
"Immature insects (Plecoptera, Trichoptera, and Ephemeroptera) collected from deep water in Western L","Selgeby, J. H. (1974). ""Immature insects (Plecoptera, Trichoptera, and Ephemeroptera) collected from deep water in Western Lake Superior."" Journal of Fisheries Research Board of Canada 31(1): 109-111."
Immature stages and biology of the North American caddisfly genus Phanocelia Banks,"Fairchild, W. L., and G. B. Wiggins. 1989. Immature stages and biology of the North American caddisfly genus Phanocelia Banks (Trichoptera: Limnephilidae). The Canadian Entomologist 121:515-519."
Immature stages of some eastern nearctic Tabanidae (Diptera).,"Goodwin, J. T. 1976. Immature stages of some eastern nearctic Tabanidae (Diptera). VI. Additional Species of Crysops Meigen. The Florida Entomologist 59(4):343-352."
Immature stages of some eastern nearctic Tabanidae (Diptera). VII,"Goodwin, J. T. 1976. Immature stages of some eastern nearctic Tabanidae (Diptera). VII. Haematopota Meigen and Whitneyomyia Bequaert plus other Tabanidae. The Florida Entomologist 59(4):369-390."
Influence of large woody debris on stream insect communities and benthic detritus.,"Lemly, A. D., and R. H. Hilderbrand. 2000. Influence of large woody debris on stream insect communities and benthic detritus. Hydrobiologia 421:179-185."
Influence of substrate type on vulnerability of prey to predacious aquatic insects.,"Fuller, R. L., and P. S. Rand. 1990. Influence of substrate type on vulnerability of prey to predacious aquatic insects. Journal of the North American Benthological Society 9(1):1-8."
Interactions between a stream caddisfly and the algae on its case: factors,"Bergey, E. A., and V. H. Resh. 1994. Interactions between a stream caddisfly and the algae on its case: factors affecting algal quantity. Freshwater Biology 31:153-163."
"Isoperla major, a new species of Eastern Nearctic Isoperlinae (Plecoptera: Perlodidae)","Nelson, C. H., and B. C. Kondratieff. 1983. Isoperla major, a new species of Eastern Nearctic Isoperlinae (Plecoptera: Perlodidae). Annals of the Entomological Society of America 76(2):270-273."
"Ithytrichia mexicana, a new species of caddisfly from Mexico","Harris, S. C., and A. Contreras-Ramos. 1989. Ithytrichia mexicana, (Trichoptera: Hydroptilidae), a new species of caddisfly from Mexico. Entomological News 100(4):176-178."
Kansas Plecoptera (stoneflies),"Stewart, K. W., and D. G. Huggins. 1977. Kansas Plecoptera (stoneflies). Technical Publications of the State Biological Survey of Kansas 4:31-40."
Key to the Caenis larvae known to occur in North and South Carolina and Georgia,"Provonsha, A. V. 1983. Key to the Caenis larvae known to occur in North and South Carolina and Georgia. Dept. of Entomology, Purdue University, West Lafayette, IN."
"Labiobaetis (Ephemeroptera: Baetidae): new status, new North American species, and related new genus","McCafferty, W. P., and R. D. Waltz. 1995. Labiobaetis (Ephemeroptera: Baetidae): new status, new North American species, and related new genus. Entomological News 106(1):19-28."
Laboratory and field observations on oviposition preferences of Aedes nigromaculis,"Miura, T., and R. M. Takahashi. 1973. Laboratory and field observations on oviposition preferences of Aedes nigromaculis (Deptera: Culicidae). Annals Entomological Society of America 66(2):244-251."
Larva and pupa of Cernotina spicata,"Hudson, P. L., J. C. Morse, and J. R. Voshell, Jr. 1981. Larva and pupa of Cernotina spicata. Annals of the Entomological Society of America 74(5):516-519"
"Larva, pupa, and adults of Glossosoma nigrior with a review of the eastern North American species","Wymer, D. A., and J. C. Morse. 2000. Larva, pupa, and adults of Glossosoma nigrior (Trichoptera: Glossosomatidae) with a review of the eastern North American species of Glossosoma. Entomological News 111(3):149-158."
Larvae and pupae of two North American Limnephilid caddisfly genera (Trichoptera: Limnephilidae).,"Wiggins, G. B. (1963). ""Larvae and pupae of two North American Limnephilid caddisfly genera (Trichoptera: Limnephilidae)."" Bulletin of the Brooklyn Entomogical Society 58(4): 103-112."
Larvae of the caddis fly genus Rhyacophila in eastern North America,"Flint, O. S., Jr. 1962. Larvae of the caddis fly genus Rhyacophila in eastern North America (Trichoptera: Rhyacophilidae). Proceedings of the United States National Museum 113(3464):465-493."
Larvae of the caddisfly genus Oecetis in North America,"Floyd, M. A. 1995. Larvae of the caddisfly genus Oecetis (Trichoptera: Leptoceridae) in North America. Bulletin of the Ohio Biological Survey 10(3):1-85."
Larvae of the North American Caddisfly Genera,"Wiggins, Glenn B. 1996. Larvae of the North American Caddisfly Genera (Trichoptera).  2nd Edition. University of Toronto Press, Toronto, Canada. 457 pps."
Larvae of the southeastern species of Molanna,"Sherberger, F. F., and J. B. Wallace. 1971. Larvae of the southeastern species of Molanna. Journal of the Kansas Entomological Society 44(2):217-224."
Larvae of the three common North American species of Phylocentropus,"Sturkie, S. K. 1998. Larvae of the three common North American species of Phylocentropus (Trichoptera: Dipseudopsidae). Insecta Mundi 12(3-4):175-180."
